company_name,company_name_ch,company_number,company_category,country_of_origin,incorporated,uri,primary_node,node_label,chain_position,secondary_node,review_needed,review_reason,sic_codes_full,matched_sic_code,matched_sic_text,sic_confidence,sic_tier,sic_source,oecd_activity_category,requires_defence_check,website,description,location_hint,ukspacetech_category,address_line1,address_line2,post_town,county,country,postcode,source_ch,source_uksd,source_scc,source_esa,source_website,supply_hierarchy,defence_primary,space_peripheral,ch_verified,notes,data_collection_date,extraction_source,match_type,confidence_level,primary_node_original,review_status,defence_review_status,is_shell,ch_name,ch_status,ch_type,ch_sic_codes,ch_postcode,ch_locality,ch_region,ch_country,ch_incorporated,pipeline_status,pipeline_reason,pipeline_date,ukspace_category,ukspace_profile_url,source_ukspace,space_probability,ml_classification_date,ml_version,classification_reason
OPEN GEOSPATIAL CONSORTIUM (EUROPE) LIMITED,OPEN GEOSPATIAL CONSORTIUM (EUROPE) LIMITED,03999270,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",United Kingdom,17/05/2000,http://business.data.gov.uk/id/company/03999270,N9,Enabling and Ancillary,Enabling,,Yes,,70229 - Management consultancy activities other than financial management | 84130 - Regulation of and contribution to more efficient operation of businesses | nan | nan,70229.0,70229 - Management consultancy activities other than financial management,Low,Tier 3,"OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 70.22 business and other management consultancy — listed under professional, scientific and technical services for space.",Ancillary activities,No,,,,,"275 NEW NORTH ROAD, SUITE 1786",ISLINGTON,LONDON,,UNITED KINGDOM,N1 7AA,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,OPEN GEOSPATIAL CONSORTIUM (EUROPE) LIMITED,active,private-limited-guarant-nsc,"70229, 84130",N1 7AA,London,,United Kingdom,2000-05-17,verified,"Active, space keyword confirmed, SIC 70229 (Low confidence).",2026-07-23,,,,0.5048430575271803,2026-07-23,v2,
OPEN ORBIT LTD,OPEN ORBIT LTD,16726688,Private Limited Company,United Kingdom,18/09/2025,http://business.data.gov.uk/id/company/16726688,N5,Launch,Upstream,,Yes,,51220 - Space transport | nan | nan | nan,51220.0,51220 - Space transport,High,Tier 1,"ONS SIC 2007 index: space transport, space vehicle launching, space transport of freight and passengers. Also confirmed by SIC 2026 51.22 and OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: space transport services.",Space launch activities,No,,,,,71-75 SHELTON STREET,COVENT GARDEN,LONDON,,UNITED KINGDOM,WC2H 9JQ,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,OPEN ORBIT LTD,active,ltd,51220,WC2H 9JQ,London,,United Kingdom,2025-09-18,verified,"Active, space keyword confirmed, SIC 51220 (High confidence).",2026-07-23,,,,0.8690521773682375,2026-07-23,v2,
OPEN SPACE (CUMBRIA) LIMITED,OPEN SPACE (CUMBRIA) LIMITED,04722106,Private Limited Company,United Kingdom,03/04/2003,http://business.data.gov.uk/id/company/04722106,N9,Enabling and Ancillary,Enabling,,Yes,,"74901 - Environmental consulting activities | 74909 - Other professional, scientific and technical activities n.e.c. | nan | nan",74909.0,"74909 - Other professional, scientific and technical activities n.e.c.",Low,Tier 3,"OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 74.90 other professional, scientific and technical activities — CPA 74.90.13 environmental consulting, CPA 74.90.14 weather forecasting and meteorological services.",Ancillary activities,No,,,,,BLUEBELL HOUSE,GREAT ORTON,CARLISLE,CUMBRIA,ENGLAND,CA5 6NA,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,OPEN SPACE (CUMBRIA) LIMITED,active,ltd,"74901, 74909",CA5 6NA,Carlisle,Cumbria,England,2003-04-03,verified,"Active, space keyword confirmed, SIC 74909 (Low confidence).",2026-07-23,,,,0.6992929621827835,2026-07-23,v2,
OPIOUS LTD,OPIOUS LTD,09721770,Private Limited Company,United Kingdom,06/08/2015,http://business.data.gov.uk/id/company/09721770,N8,Applications and Services,Downstream,,Yes,,61100 - Wired telecommunications activities | 61200 - Wireless telecommunications activities | 61300 - Satellite telecommunications activities | 61900 - Other telecommunications activities,61100.0,61100 - Wired telecommunications activities,Low,Tier 3,OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 61.10 wired telecommunications — CPA 61.10.43 broadband internet including satellite fixed wireless.,Downstream services for satellite telecoms,No,,,,,CRANFIELD INNOVATION CENTRE CRANFIELD UNIVERSITY TECHNOLOGY PARK,UNIVERSITY WAY,CRANFIELD,BEDFORDSHIRE,ENGLAND,MK43 0BT,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,OPIOUS LTD,active,ltd,"61100, 61200, 61300, 61900",MK43 0BT,Cranfield,Bedfordshire,England,2015-08-06,verified,"Active, space keyword confirmed, SIC 61100 (Low confidence).",2026-07-23,,,,0.8843735297540252,2026-07-23,v2,
ORBIT BOY LTD,ORBIT BOY LTD,13262254,Private Limited Company,United Kingdom,12/03/2021,http://business.data.gov.uk/id/company/13262254,N5,Launch,Upstream,,Yes,,51220 - Space transport | nan | nan | nan,51220.0,51220 - Space transport,High,Tier 1,"ONS SIC 2007 index: space transport, space vehicle launching, space transport of freight and passengers. Also confirmed by SIC 2026 51.22 and OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: space transport services.",Space launch activities,No,,,,,70B HAZLEBURY ROAD,,LONDON,,,SW6 2NE,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,ORBIT BOY LTD,active,ltd,51220,SW6 2NE,London,,,2021-03-12,verified,"Active, space keyword confirmed, SIC 51220 (High confidence).",2026-07-23,,,,0.7914448109048383,2026-07-23,v2,
ORBITAL BUILDING CONTROL LIMITED,ORBITAL BUILDING CONTROL LIMITED,16571580,Private Limited Company,United Kingdom,09/07/2025,http://business.data.gov.uk/id/company/16571580,N4,Ground Segment,Upstream,,Yes,,71200 - Technical testing and analysis | nan | nan | nan,71200.0,71200 - Technical testing and analysis,Medium,Tier 3,"OECD/BEA/ESA/Eurostat/JRC (2023) Table 1: technical testing and analysis (ISIC 71) explicitly listed under ""Research and development services, engineering services (testing, design)"". Table 4: NACE 71.20 not listed separately but covered under 71.12.",Research and development services,No,,,,,UNIT 15 THE OAK TREES BUSINESS PARK ORBITAL PARK,SEVINGTON,ASHFORD,KENT,UNITED KINGDOM,TN24 0SY,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,ORBITAL BUILDING CONTROL LIMITED,active,ltd,71200,TN24 0SY,Ashford,Kent,United Kingdom,2025-07-09,verified,"Active, space keyword confirmed, SIC 71200 (Medium confidence).",2026-07-23,,,,0.5918032507705043,2026-07-23,v2,
ORBITAL GAS SYSTEMS LIMITED,ORBITAL GAS SYSTEMS LIMITED,01868383,Private Limited Company,United Kingdom,04/12/1984,http://business.data.gov.uk/id/company/01868383,N4,Ground Segment,Upstream,,Yes,,26512 - Manufacture of electronic industrial process control equipment | nan | nan | nan,26512.0,26512 - Manufacture of electronic industrial process control equipment,Medium,Tier 2,"ONS SIC 2026 code 30.331 excludes: spacecraft instrumentation and navigation or control equipment, see 26.51 — covers both 26511 (electronic measuring) and 26512 (process control equipment).",Supply of components and equipment for space systems,No,,,,,COLD MEECE,SWYNNERTON,NEAR STONE,STAFFORDSHIRE,,ST15 0QN,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,ORBITAL GAS SYSTEMS LIMITED,active,ltd,26512,ST15 0QN,Near Stone,Staffordshire,,1984-12-04,verified,"Active, space keyword confirmed, SIC 26512 (Medium confidence).",2026-07-23,,,,0.6550503731020642,2026-07-23,v2,
ORBITAL INDUSTRIAL SYSTEMS LTD,ORBITAL INDUSTRIAL SYSTEMS LTD,16872861,Private Limited Company,United Kingdom,25/11/2025,http://business.data.gov.uk/id/company/16872861,N9,Enabling and Ancillary,Enabling,,Yes,,62090 - Other information technology service activities | 71122 - Engineering related scientific and technical consulting activities | 72190 - Other research and experimental development on natural sciences and engineering | nan,71122.0,71122 - Engineering related scientific and technical consulting activities,Low,Tier 3,OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 71.12 engineering activities and related technical consultancy.,Research and development services / engineering,No,,,,,128 CITY ROAD,,LONDON,,UNITED KINGDOM,EC1V 2NX,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,ORBITAL INDUSTRIAL SYSTEMS LTD,active,ltd,"62090, 71122, 72190",EC1V 2NX,London,,United Kingdom,2025-11-25,verified,"Active, space keyword confirmed, SIC 71122 (Low confidence).",2026-07-23,,,,0.5972094681193616,2026-07-23,v2,
ORBITAL INSTRUMENTS LIMITED,ORBITAL INSTRUMENTS LIMITED,06662434,Private Limited Company,United Kingdom,01/08/2008,http://business.data.gov.uk/id/company/06662434,N9,Enabling and Ancillary,Enabling,,Yes,,72190 - Other research and experimental development on natural sciences and engineering | nan | nan | nan,72190.0,72190 - Other research and experimental development on natural sciences and engineering,Medium,Tier 3,OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 72.19 other R&D on natural sciences and engineering — CPA 72.19.13 research in physical sciences including space research.,Fundamental and applied research,No,,,,,HALE HILL FARM HALE HILL LANE,HATFIELD WOODHOUSE,DONCASTER,,ENGLAND,DN7 6PL,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,ORBITAL INSTRUMENTS LIMITED,active,ltd,72190,DN7 6PL,Doncaster,,England,2008-08-01,verified,"Active, space keyword confirmed, SIC 72190 (Medium confidence).",2026-07-23,,,,0.8032224508200407,2026-07-23,v2,
ORBITAL MATERIALS LTD,ORBITAL MATERIALS LTD,14332843,Private Limited Company,United Kingdom,02/09/2022,http://business.data.gov.uk/id/company/14332843,N9,Enabling and Ancillary,Enabling,,Yes,,72190 - Other research and experimental development on natural sciences and engineering | nan | nan | nan,72190.0,72190 - Other research and experimental development on natural sciences and engineering,Medium,Tier 3,OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 72.19 other R&D on natural sciences and engineering — CPA 72.19.13 research in physical sciences including space research.,Fundamental and applied research,No,,,,,10 JOHN STREET,,LONDON,,UNITED KINGDOM,WC1N 2EB,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,ORBITAL MATERIALS LTD,active,ltd,72190,WC1N 2EB,London,,United Kingdom,2022-09-02,verified,"Active, space keyword confirmed, SIC 72190 (Medium confidence).",2026-07-23,,,,0.744938275383399,2026-07-23,v2,
ORBITAL RIG SYSTEMS LIMITED,ORBITAL RIG SYSTEMS LIMITED,16390424,Private Limited Company,United Kingdom,15/04/2025,http://business.data.gov.uk/id/company/16390424,N9,Enabling and Ancillary,Enabling,,Yes,,72190 - Other research and experimental development on natural sciences and engineering | nan | nan | nan,72190.0,72190 - Other research and experimental development on natural sciences and engineering,Medium,Tier 3,OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 72.19 other R&D on natural sciences and engineering — CPA 72.19.13 research in physical sciences including space research.,Fundamental and applied research,No,,,,,99 PRESTON ROAD,,ABINGDON,,ENGLAND,OX14 5NJ,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,ORBITAL RIG SYSTEMS LIMITED,active,ltd,72190,OX14 5NJ,Abingdon,,England,2025-04-15,verified,"Active, space keyword confirmed, SIC 72190 (Medium confidence).",2026-07-23,,,,0.7381243100291499,2026-07-23,v2,
ORBITAL RPA LIMITED,ORBITAL RPA LIMITED,13893426,Private Limited Company,United Kingdom,04/02/2022,http://business.data.gov.uk/id/company/13893426,N4,Ground Segment,Upstream,,Yes,,71200 - Technical testing and analysis | nan | nan | nan,71200.0,71200 - Technical testing and analysis,Medium,Tier 3,"OECD/BEA/ESA/Eurostat/JRC (2023) Table 1: technical testing and analysis (ISIC 71) explicitly listed under ""Research and development services, engineering services (testing, design)"". Table 4: NACE 71.20 not listed separately but covered under 71.12.",Research and development services,No,,,,,40 BARNFIELD ROAD,BOLLINGTON,MACCLESFIELD,,ENGLAND,SK10 5DZ,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,ORBITAL RPA LIMITED,active,ltd,71200,SK10 5DZ,Macclesfield,,England,2022-02-04,verified,"Active, space keyword confirmed, SIC 71200 (Medium confidence).",2026-07-23,,,,0.6707313681761833,2026-07-23,v2,
ORBITAL SOUND LIMITED,ORBITAL SOUND LIMITED,02860492,Private Limited Company,United Kingdom,08/10/1993,http://business.data.gov.uk/id/company/02860492,N8,Applications and Services,Downstream,,Yes,,61900 - Other telecommunications activities | 90020 - Support activities to performing arts | nan | nan,61900.0,61900 - Other telecommunications activities,Medium,Tier 3,OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 61.90 other telecommunications — CPA 61.90.10 includes satellite tracking services.,Operation of space systems,No,,,,,C/O BREBNERS 1ST FLOOR,1 SUFFOLK WAY,SEVENOAKS,KENT,,TN13 1YL,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,ORBITAL SOUND LIMITED,active,ltd,"61900, 90020",TN13 1YL,Sevenoaks,Kent,,1993-10-08,verified,"Active, space keyword confirmed, SIC 61900 (Medium confidence).",2026-07-23,,,,0.5763785982499833,2026-07-23,v2,
ORIENT NET LIMITED,ORIENT NET LIMITED,03768002,Private Limited Company,United Kingdom,11/05/1999,http://business.data.gov.uk/id/company/03768002,N8,Applications and Services,Downstream,,Yes,,61300 - Satellite telecommunications activities | nan | nan | nan,61300.0,61300 - Satellite telecommunications activities,High,Tier 1,"ONS SIC 2007 index: satellite circuit rental services, telecommunications satellite relay station. Also confirmed by OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: satellite telecommunications activities.",Operation of space systems / Downstream satcoms,No,,,,,"SUITE 4.01, 4TH FLOOR CAPITAL HOUSE",25 CHAPEL STREET,LONDON,,ENGLAND,NW1 5DH,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,ORIENT NET LIMITED,active,ltd,61300,NW1 5DH,London,,England,1999-05-11,verified,"Active, space keyword confirmed, SIC 61300 (High confidence).",2026-07-23,,,,0.8510422759026136,2026-07-23,v2,
OWAIN PRITCHARD LTD,OWAIN PRITCHARD LTD,08917316,Private Limited Company,United Kingdom,28/02/2014,http://business.data.gov.uk/id/company/08917316,N8,Applications and Services,Downstream,,Yes,,43390 - Other building completion and finishing | 61300 - Satellite telecommunications activities | nan | nan,61300.0,61300 - Satellite telecommunications activities,High,Tier 1,"ONS SIC 2007 index: satellite circuit rental services, telecommunications satellite relay station. Also confirmed by OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: satellite telecommunications activities.",Operation of space systems / Downstream satcoms,No,,,,,PENLAN SPRING ROAD,RHOSTYLLEN,WREXHAM,WREXHAM,,LL14 4DY,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,OWAIN PRITCHARD LTD,active,ltd,"43390, 61300",LL14 4DY,Wrexham,Wrexham,,2014-02-28,verified,"Active, space keyword confirmed, SIC 61300 (High confidence).",2026-07-23,,,,0.683153028408519,2026-07-23,v2,
OXSPACE LTD,OXSPACE LTD,15442816,Private Limited Company,United Kingdom,25/01/2024,http://business.data.gov.uk/id/company/15442816,N9,Enabling and Ancillary,Enabling,,Yes,,71122 - Engineering related scientific and technical consulting activities | nan | nan | nan,71122.0,71122 - Engineering related scientific and technical consulting activities,Low,Tier 3,OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 71.12 engineering activities and related technical consultancy.,Research and development services / engineering,No,,,,,25 GREVILLE ROAD,,CAMBRIDGE,,ENGLAND,CB1 3QJ,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,OXSPACE LTD,active,ltd,71122,CB1 3QJ,Cambridge,,England,2024-01-25,verified,"Active, space keyword confirmed, SIC 71122 (Low confidence).",2026-07-23,,,,0.7567285050243638,2026-07-23,v2,
OYSTER SAT-TECH LIMITED,OYSTER SAT-TECH LIMITED,06398018,Private Limited Company,United Kingdom,12/10/2007,http://business.data.gov.uk/id/company/06398018,N8,Applications and Services,Downstream,,Yes,,61300 - Satellite telecommunications activities | nan | nan | nan,61300.0,61300 - Satellite telecommunications activities,High,Tier 1,"ONS SIC 2007 index: satellite circuit rental services, telecommunications satellite relay station. Also confirmed by OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: satellite telecommunications activities.",Operation of space systems / Downstream satcoms,No,,,,,UNIT 5 HEMPLOE BUSINESS PARK,HEMPLOE ROAD,WELFORD,NORTHAMPTON,ENGLAND,NN6 6HF,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,OYSTER SAT-TECH LIMITED,active,ltd,61300,NN6 6HF,Welford,Northampton,England,2007-10-12,verified,"Active, space keyword confirmed, SIC 61300 (High confidence).",2026-07-23,,,,0.8412237013335108,2026-07-23,v2,
P B AERIALS LTD,P B AERIALS LTD,06277179,Private Limited Company,United Kingdom,12/06/2007,http://business.data.gov.uk/id/company/06277179,N8,Applications and Services,Downstream,,Yes,,61300 - Satellite telecommunications activities | nan | nan | nan,61300.0,61300 - Satellite telecommunications activities,High,Tier 1,"ONS SIC 2007 index: satellite circuit rental services, telecommunications satellite relay station. Also confirmed by OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: satellite telecommunications activities.",Operation of space systems / Downstream satcoms,No,,,,,"UNIT G, HOVE TECHNOLOGY CENTRE",ST. JOSEPHS CLOSE,HOVE,,ENGLAND,BN3 7ES,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,P B AERIALS LTD,active,ltd,61300,BN3 7ES,Hove,,England,2007-06-12,verified,"Active, space keyword confirmed, SIC 61300 (High confidence).",2026-07-23,,,,0.8050339204825243,2026-07-23,v2,
P. JENKINS SERVICES LIMITED,P. JENKINS SERVICES LIMITED,16479219,Private Limited Company,United Kingdom,28/05/2025,http://business.data.gov.uk/id/company/16479219,N8,Applications and Services,Downstream,,Yes,,61300 - Satellite telecommunications activities | nan | nan | nan,61300.0,61300 - Satellite telecommunications activities,High,Tier 1,"ONS SIC 2007 index: satellite circuit rental services, telecommunications satellite relay station. Also confirmed by OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: satellite telecommunications activities.",Operation of space systems / Downstream satcoms,No,,,,,26 WESTGATE,MONK BRETTON,BARNSLEY,,ENGLAND,S71 2DJ,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,P. JENKINS SERVICES LIMITED,active,ltd,61300,S71 2DJ,Barnsley,,England,2025-05-28,verified,"Active, space keyword confirmed, SIC 61300 (High confidence).",2026-07-23,,,,0.7284116818551157,2026-07-23,v2,
PACE OVERSEAS DISTRIBUTION LIMITED,PACE OVERSEAS DISTRIBUTION LIMITED,05994279,Private Limited Company,United Kingdom,09/11/2006,http://business.data.gov.uk/id/company/05994279,N8,Applications and Services,Downstream,,Yes,,61300 - Satellite telecommunications activities | nan | nan | nan,61300.0,61300 - Satellite telecommunications activities,High,Tier 1,"ONS SIC 2007 index: satellite circuit rental services, telecommunications satellite relay station. Also confirmed by OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: satellite telecommunications activities.",Operation of space systems / Downstream satcoms,No,,,,,16 GREAT QUEEN STREET,COVENT GARDEN,LONDON,,UNITED KINGDOM,WC2B 5AH,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,PACE OVERSEAS DISTRIBUTION LIMITED,active,ltd,61300,WC2B 5AH,London,,United Kingdom,2006-11-09,verified,"Active, space keyword confirmed, SIC 61300 (High confidence).",2026-07-23,,,,0.8238503719646769,2026-07-23,v2,
PAGE AEROSPACE LIMITED,PAGE AEROSPACE LIMITED,00615793,Private Limited Company,United Kingdom,28/11/1958,http://business.data.gov.uk/id/company/00615793,N1,Components and Materials,Upstream,,Yes,,26110 - Manufacture of electronic components | nan | nan | nan,26110.0,26110 - Manufacture of electronic components,Medium,Tier 2,ONS SIC 2026 and OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 26.11 electronic components.,Supply of components and equipment for space systems,No,,,,,FORE 1 FORE BUSINESS PARK HUSKISSON WAY,STRATFORD ROAD SHIRLEY,SOLIHULL,WEST MIDLANDS,,B90 4SS,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,PAGE AEROSPACE LIMITED,active,ltd,26110,B90 4SS,Solihull,West Midlands,,1958-11-28,verified,"Active, space keyword confirmed, SIC 26110 (Medium confidence).",2026-07-23,,,,0.9623521162163292,2026-07-23,v2,
PAL AEROSPACE (UK) LTD,PAL AEROSPACE (UK) LTD,15216546,Private Limited Company,United Kingdom,17/10/2023,http://business.data.gov.uk/id/company/15216546,N5,Launch,Upstream,,Yes,,51102 - Non-scheduled passenger air transport | 52230 - Service activities incidental to air transportation | nan | nan,52230.0,52230 - Service activities incidental to air transportation,Medium,Tier 1,ONS SIC 2007 index: service activities incidental to space transportation. Also confirmed by OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 52.23 services incidental to space transportation.,Space launch activities,No,,,,,7 ALBEMARLE STREET,,LONDON,,ENGLAND,W1S 4HQ,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,PAL AEROSPACE (UK) LTD,active,ltd,"51102, 52230",W1S 4HQ,London,,England,2023-10-17,verified,"Active, space keyword confirmed, SIC 52230 (Medium confidence).",2026-07-23,,,,0.8231202609117833,2026-07-23,v2,
PAL AEROSPACE - ISR LTD,PAL AEROSPACE - ISR LTD,15340626,Private Limited Company,United Kingdom,09/12/2023,http://business.data.gov.uk/id/company/15340626,N5,Launch,Upstream,,Yes,,51102 - Non-scheduled passenger air transport | 52230 - Service activities incidental to air transportation | nan | nan,52230.0,52230 - Service activities incidental to air transportation,Medium,Tier 1,ONS SIC 2007 index: service activities incidental to space transportation. Also confirmed by OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: 52.23 services incidental to space transportation.,Space launch activities,No,,,,,7 ALBEMARLE STREET,,LONDON,,ENGLAND,W1S 4HQ,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,PAL AEROSPACE - ISR LTD,active,ltd,"51102, 52230",W1S 4HQ,London,,England,2023-12-09,verified,"Active, space keyword confirmed, SIC 52230 (Medium confidence).",2026-07-23,,,,0.8206321503167936,2026-07-23,v2,
PALACE SPACE LTD,PALACE SPACE LTD,14023153,Private Limited Company,United Kingdom,04/04/2022,http://business.data.gov.uk/id/company/14023153,N9,Enabling and Ancillary,Enabling,,Yes,,"74909 - Other professional, scientific and technical activities n.e.c. | nan | nan | nan",74909.0,"74909 - Other professional, scientific and technical activities n.e.c.",Low,Tier 3,"OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 74.90 other professional, scientific and technical activities — CPA 74.90.13 environmental consulting, CPA 74.90.14 weather forecasting and meteorological services.",Ancillary activities,No,,,,,"25-27 , 3A, FORESTERS HALL",WESTOW STREET,LONDON,,UNITED KINGDOM,SE19 3RY,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,PALACE SPACE LTD,active,ltd,74909,SE19 3RY,London,,United Kingdom,2022-04-04,verified,"Active, space keyword confirmed, SIC 74909 (Low confidence).",2026-07-23,,,,0.7305923541797346,2026-07-23,v2,
PALLAS SOLUTIONS LIMITED,PALLAS SOLUTIONS LIMITED,08790144,Private Limited Company,United Kingdom,26/11/2013,http://business.data.gov.uk/id/company/08790144,N8,Applications and Services,Downstream,,Yes,,61300 - Satellite telecommunications activities | nan | nan | nan,61300.0,61300 - Satellite telecommunications activities,High,Tier 1,"ONS SIC 2007 index: satellite circuit rental services, telecommunications satellite relay station. Also confirmed by OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: satellite telecommunications activities.",Operation of space systems / Downstream satcoms,No,,,,,86 HIGH STREET,BONSALL,MATLOCK,DERBYSHIRE,ENGLAND,DE4 2AR,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,PALLAS SOLUTIONS LIMITED,active,ltd,61300,DE4 2AR,Matlock,Derbyshire,England,2013-11-26,verified,"Active, space keyword confirmed, SIC 61300 (High confidence).",2026-07-23,,,,0.7706899561642687,2026-07-23,v2,
PAMPLEBADGER LTD,PAMPLEBADGER LTD,16443426,Private Limited Company,United Kingdom,12/05/2025,http://business.data.gov.uk/id/company/16443426,N8,Applications and Services,Downstream,,Yes,,60200 - Television programming and broadcasting activities | 61300 - Satellite telecommunications activities | nan | nan,60200.0,60200 - Television programming and broadcasting activities,Medium,Tier 3,OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 60.20 television programming and broadcasting activities — CPA 60.20.14 subscription television (includes DTH).,Supply of services supporting consumer markets,No,,,,,1A THE ANCHORAGE,,GOSPORT,,ENGLAND,PO12 1LY,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,PAMPLEBADGER LTD,active,ltd,"60200, 61300",PO12 1LY,Gosport,,England,2025-05-12,verified,"Active, space keyword confirmed, SIC 60200 (Medium confidence).",2026-07-23,,,,0.6540219250179994,2026-07-23,v2,
